"Review","FinancialYear","HBR","CA","MotherAgeGroup","ValidReviews","CurrentFeedingExclusiveBreast","CurrentFeedingMixed","CurrentFeedingFormula","CurrentFeedingOther","CurrentFeedingCowsMilk","CurrentFeedingOverallBreast","EverBreastfed","ExclusivelyBreastfedSinceBirth"
"6-8 Weeks","2013/14","S08000031","S12000049","Invalid or missing",131,28,20,83,0,0,48,0,0
"6-8 Weeks","2013/14","S08000032","S12000029","under 20",138,4,4,130,0,0,8,0,0
"6-8 Weeks","2013/14","S08000032","S12000029","20-24",453,30,17,406,0,0,47,0,0
"6-8 Weeks","2013/14","S08000032","S12000029","25-29",768,118,48,602,0,0,166,0,0
"6-8 Weeks","2013/14","S08000032","S12000029","30-34",897,241,82,574,0,0,323,0,0
"6-8 Weeks","2013/14","S08000032","S12000029","35-39",441,127,56,258,0,0,183,0,0
"6-8 Weeks","2013/14","S08000032","S12000029","40 and over",112,20,13,79,0,0,33,0,0
"6-8 Weeks","2013/14","S08000032","S12000029","Invalid or missing",54,16,4,34,0,0,20,0,0
"6-8 Weeks","2013/14","S08000032","S12000050","under 20",144,6,4,134,0,0,10,0,0
"6-8 Weeks","2013/14","S08000032","S12000050","20-24",586,30,18,538,0,0,48,0,0
"6-8 Weeks","2013/14","S08000032","S12000050","25-29",927,137,40,750,0,0,177,0,0
"6-8 Weeks","2013/14","S08000032","S12000050","30-34",954,186,65,703,0,0,251,0,0
"6-8 Weeks","2013/14","S08000032","S12000050","35-39",439,111,33,295,0,0,144,0,0
"6-8 Weeks","2013/14","S08000032","S12000050","40 and over",102,15,9,78,0,0,24,0,0
"6-8 Weeks","2013/14","S08000032","S12000050","Invalid or missing",37,6,0,31,0,0,6,0,0
"6-8 Weeks","2012/13","RA2704","RA2704","under 20",1,0,0,1,0,0,0,0,0
"6-8 Weeks","2012/13","RA2704","RA2704","20-24",16,1,1,14,0,0,2,0,0
"6-8 Weeks","2012/13","RA2704","RA2704","25-29",10,5,0,5,0,0,5,0,0
"6-8 Weeks","2012/13","RA2704","RA2704","30-34",14,6,3,5,0,0,9,0,0
"6-8 Weeks","2012/13","RA2704","RA2704","35-39",4,1,0,3,0,0,1,0,0
"6-8 Weeks","2012/13","RA2704","RA2704","40 and over",1,0,0,1,0,0,0,0,0
"6-8 Weeks","2012/13","RA2704","RA2704","Invalid or missing",2,0,0,2,0,0,0,0,0
"6-8 Weeks","2012/13","S08000015","S12000008","under 20",91,2,0,89,0,0,2,0,0
"6-8 Weeks","2012/13","S08000015","S12000008","20-24",278,24,8,246,0,0,32,0,0
"6-8 Weeks","2012/13","S08000015","S12000008","25-29",355,59,17,279,0,0,76,0,0
"6-8 Weeks","2012/13","S08000015","S12000008","30-34",325,61,24,240,0,0,85,0,0
"6-8 Weeks","2012/13","S08000015","S12000008","35-39",169,40,14,115,0,0,54,0,0
"6-8 Weeks","2012/13","S08000015","S12000008","40 and over",30,7,5,18,0,0,12,0,0
"6-8 Weeks","2012/13","S08000015","S12000008","Invalid or missing",20,2,2,16,0,0,4,0,0
"6-8 Weeks","2012/13","S08000015","S12000021","under 20",76,1,2,73,0,0,3,0,0
"6-8 Weeks","2012/13","S08000015","S12000021","20-24",290,14,6,270,0,0,20,0,0
"6-8 Weeks","2012/13","S08000015","S12000021","25-29",341,49,11,281,0,0,60,0,0
"6-8 Weeks","2012/13","S08000015","S12000021","30-34",354,72,31,251,0,0,103,0,0
"6-8 Weeks","2012/13","S08000015","S12000021","35-39",164,46,18,100,0,0,64,0,0
"6-8 Weeks","2012/13","S08000015","S12000021","40 and over",38,10,5,23,0,0,15,0,0
"6-8 Weeks","2012/13","S08000015","S12000021","Invalid or missing",32,6,0,26,0,0,6,0,0
"6-8 Weeks","2012/13","S08000015","S12000028","under 20",47,4,1,42,0,0,5,0,0
"6-8 Weeks","2012/13","S08000015","S12000028","20-24",206,21,4,181,0,0,25,0,0
"6-8 Weeks","2012/13","S08000015","S12000028","25-29",256,48,21,187,0,0,69,0,0
"6-8 Weeks","2012/13","S08000015","S12000028","30-34",251,80,18,153,0,0,98,0,0
"6-8 Weeks","2012/13","S08000015","S12000028","35-39",145,43,12,90,0,0,55,0,0
"6-8 Weeks","2012/13","S08000015","S12000028","40 and over",43,13,3,27,0,0,16,0,0
"6-8 Weeks","2012/13","S08000015","S12000028","Invalid or missing",21,6,0,15,0,0,6,0,0
"6-8 Weeks","2012/13","S08000016","S12000026","under 20",59,6,3,50,0,0,9,0,0
"6-8 Weeks","2012/13","S08000016","S12000026","20-24",175,25,8,142,0,0,33,0,0
"6-8 Weeks","2012/13","S08000016","S12000026","25-29",258,79,23,156,0,0,102,0,0
"6-8 Weeks","2012/13","S08000016","S12000026","30-34",295,119,34,142,0,0,153,0,0
"6-8 Weeks","2012/13","S08000016","S12000026","35-39",162,74,23,65,0,0,97,0,0
"6-8 Weeks","2012/13","S08000016","S12000026","40 and over",54,24,6,24,0,0,30,0,0
"6-8 Weeks","2012/13","S08000016","S12000026","Invalid or missing",5,3,1,1,0,0,4,0,0
"6-8 Weeks","2012/13","S08000017","S12000006","under 20",97,8,2,87,0,0,10,0,0
"6-8 Weeks","2012/13","S08000017","S12000006","20-24",288,27,24,237,0,0,51,0,0
"6-8 Weeks","2012/13","S08000017","S12000006","25-29",405,93,36,276,0,0,129,0,0
"6-8 Weeks","2012/13","S08000017","S12000006","30-34",329,97,34,198,0,0,131,0,0
"6-8 Weeks","2012/13","S08000017","S12000006","35-39",190,62,15,113,0,0,77,0,0
"6-8 Weeks","2012/13","S08000017","S12000006","40 and over",36,13,9,14,0,0,22,0,0
"6-8 Weeks","2012/13","S08000017","S12000006","Invalid or missing",28,5,2,21,0,0,7,0,0
"6-8 Weeks","2012/13","S08000019","S12000005","under 20",39,2,0,37,0,0,2,0,0
"6-8 Weeks","2012/13","S08000019","S12000005","20-24",132,15,1,116,0,0,16,0,0
"6-8 Weeks","2012/13","S08000019","S12000005","25-29",173,22,9,142,0,0,31,0,0
"6-8 Weeks","2012/13","S08000019","S12000005","30-34",154,41,10,103,0,0,51,0,0
"6-8 Weeks","2012/13","S08000019","S12000005","35-39",73,20,11,42,0,0,31,0,0
"6-8 Weeks","2012/13","S08000019","S12000005","40 and over",14,2,1,11,0,0,3,0,0
"6-8 Weeks","2012/13","S08000019","S12000005","Invalid or missing",3,0,0,3,0,0,0,0,0
"6-8 Weeks","2012/13","S08000019","S12000014","under 20",92,3,0,89,0,0,3,0,0
"6-8 Weeks","2012/13","S08000019","S12000014","20-24",288,23,13,252,0,0,36,0,0
"6-8 Weeks","2012/13","S08000019","S12000014","25-29",437,69,36,332,0,0,105,0,0
"6-8 Weeks","2012/13","S08000019","S12000014","30-34",478,132,55,291,0,0,187,0,0
"6-8 Weeks","2012/13","S08000019","S12000014","35-39",265,71,22,172,0,0,93,0,0
"6-8 Weeks","2012/13","S08000019","S12000014","40 and over",63,18,12,33,0,0,30,0,0
"6-8 Weeks","2012/13","S08000019","S12000014","Invalid or missing",10,0,1,9,0,0,1,0,0
"6-8 Weeks","2012/13","S08000019","S12000030","under 20",29,3,0,26,0,0,3,0,0
"6-8 Weeks","2012/13","S08000019","S12000030","20-24",101,17,2,82,0,0,19,0,0
"6-8 Weeks","2012/13","S08000019","S12000030","25-29",181,45,12,124,0,0,57,0,0
"6-8 Weeks","2012/13","S08000019","S12000030","30-34",208,83,14,111,0,0,97,0,0
"6-8 Weeks","2012/13","S08000019","S12000030","35-39",152,85,15,52,0,0,100,0,0
"6-8 Weeks","2012/13","S08000019","S12000030","40 and over",46,20,13,13,0,0,33,0,0
"6-8 Weeks","2012/13","S08000019","S12000030","Invalid or missing",6,3,0,3,0,0,3,0,0
"6-8 Weeks","2012/13","S08000020","S12000020","under 20",54,5,0,49,0,0,5,0,0
"6-8 Weeks","2012/13","S08000020","S12000020","20-24",167,38,13,116,0,0,51,0,0
"6-8 Weeks","2012/13","S08000020","S12000020","25-29",257,74,18,165,0,0,92,0,0
"6-8 Weeks","2012/13","S08000020","S12000020","30-34",213,77,24,112,0,0,101,0,0
"6-8 Weeks","2012/13","S08000020","S12000020","35-39",92,42,10,40,0,0,52,0,0
"6-8 Weeks","2012/13","S08000020","S12000020","40 and over",29,10,2,17,0,0,12,0,0
"6-8 Weeks","2012/13","S08000020","S12000020","Invalid or missing",40,9,5,26,0,0,14,0,0
"6-8 Weeks","2012/13","S08000020","S12000033","under 20",84,6,5,73,0,0,11,0,0
"6-8 Weeks","2012/13","S08000020","S12000033","20-24",303,50,12,241,0,0,62,0,0
"6-8 Weeks","2012/13","S08000020","S12000033","25-29",604,206,94,304,0,0,300,0,0
"6-8 Weeks","2012/13","S08000020","S12000033","30-34",707,287,124,296,0,0,411,0,0
"6-8 Weeks","2012/13","S08000020","S12000033","35-39",335,136,77,122,0,0,213,0,0
"6-8 Weeks","2012/13","S08000020","S12000033","40 and over",84,28,18,38,0,0,46,0,0
"6-8 Weeks","2012/13","S08000020","S12000033","Invalid or missing",136,40,27,69,0,0,67,0,0
"6-8 Weeks","2012/13","S08000020","S12000034","under 20",93,7,4,82,0,0,11,0,0
"6-8 Weeks","2012/13","S08000020","S12000034","20-24",348,59,25,264,0,0,84,0,0
"6-8 Weeks","2012/13","S08000020","S12000034","25-29",736,223,67,446,0,0,290,0,0
"6-8 Weeks","2012/13","S08000020","S12000034","30-34",899,338,115,446,0,0,453,0,0
"6-8 Weeks","2012/13","S08000020","S12000034","35-39",406,154,71,181,0,0,225,0,0
"6-8 Weeks","2012/13","S08000020","S12000034","40 and over",89,34,16,39,0,0,50,0,0
"6-8 Weeks","2012/13","S08000020","S12000034","Invalid or missing",144,60,16,68,0,0,76,0,0
"6-8 Weeks","2012/13","S08000022","S12000017","under 20",115,8,4,103,0,0,12,0,0
"6-8 Weeks","2012/13","S08000022","S12000017","20-24",349,64,23,262,0,0,87,0,0
"6-8 Weeks","2012/13","S08000022","S12000017","25-29",550,160,46,344,0,0,206,0,0
"6-8 Weeks","2012/13","S08000022","S12000017","30-34",547,232,47,268,0,0,279,0,0
"6-8 Weeks","2012/13","S08000022","S12000017","35-39",308,125,43,140,0,0,168,0,0
"6-8 Weeks","2012/13","S08000022","S12000017","40 and over",106,44,19,43,0,0,63,0,0
"6-8 Weeks","2012/13","S08000022","S12000017","Invalid or missing",9,3,0,6,0,0,3,0,0
"6-8 Weeks","2012/13","S08000022","S12000035","under 20",26,6,0,20,0,0,6,0,0
"6-8 Weeks","2012/13","S08000022","S12000035","20-24",119,13,5,101,0,0,18,0,0
"6-8 Weeks","2012/13","S08000022","S12000035","25-29",172,40,15,117,0,0,55,0,0
"6-8 Weeks","2012/13","S08000022","S12000035","30-34",194,82,19,93,0,0,101,0,0
"6-8 Weeks","2012/13","S08000022","S12000035","35-39",107,45,9,53,0,0,54,0,0
"6-8 Weeks","2012/13","S08000022","S12000035","40 and over",38,19,6,13,0,0,25,0,0
"6-8 Weeks","2012/13","S08000022","S12000035","Invalid or missing",20,6,4,10,0,0,10,0,0
"6-8 Weeks","2012/13","S08000024","S12000010","under 20",53,3,4,46,0,0,7,0,0
"6-8 Weeks","2012/13","S08000024","S12000010","20-24",185,18,15,152,0,0,33,0,0
"6-8 Weeks","2012/13","S08000024","S12000010","25-29",282,71,29,182,0,0,100,0,0
"6-8 Weeks","2012/13","S08000024","S12000010","30-34",305,117,35,153,0,0,152,0,0
"6-8 Weeks","2012/13","S08000024","S12000010","35-39",179,81,26,72,0,0,107,0,0
"6-8 Weeks","2012/13","S08000024","S12000010","40 and over",52,16,8,28,0,0,24,0,0
"6-8 Weeks","2012/13","S08000024","S12000010","Invalid or missing",4,1,0,3,0,0,1,0,0
"6-8 Weeks","2012/13","S08000024","S12000019","under 20",68,2,2,64,0,0,4,0,0
"6-8 Weeks","2012/13","S08000024","S12000019","20-24",204,17,7,180,0,0,24,0,0
"6-8 Weeks","2012/13","S08000024","S12000019","25-29",266,59,28,179,0,0,87,0,0
"6-8 Weeks","2012/13","S08000024","S12000019","30-34",282,101,29,152,0,0,130,0,0
"6-8 Weeks","2012/13","S08000024","S12000019","35-39",169,53,31,85,0,0,84,0,0
"6-8 Weeks","2012/13","S08000024","S12000019","40 and over",32,15,2,15,0,0,17,0,0
"6-8 Weeks","2012/13","S08000024","S12000019","Invalid or missing",3,1,1,1,0,0,2,0,0
"6-8 Weeks","2012/13","S08000024","S12000036","under 20",164,8,7,149,0,0,15,0,0
"6-8 Weeks","2012/13","S08000024","S12000036","20-24",640,95,56,489,0,0,151,0,0
"6-8 Weeks","2012/13","S08000024","S12000036","25-29",1230,432,213,585,0,0,645,0,0
"6-8 Weeks","2012/13","S08000024","S12000036","30-34",1792,920,309,563,0,0,1229,0,0
"6-8 Weeks","2012/13","S08000024","S12000036","35-39",1179,617,245,317,0,0,862,0,0
"6-8 Weeks","2012/13","S08000024","S12000036","40 and over",255,117,47,91,0,0,164,0,0
"6-8 Weeks","2012/13","S08000024","S12000036","Invalid or missing",26,14,4,8,0,0,18,0,0
"6-8 Weeks","2012/13","S08000024","S12000040","under 20",115,4,2,109,0,0,6,0,0
"6-8 Weeks","2012/13","S08000024","S12000040","20-24",416,36,27,353,0,0,63,0,0
"6-8 Weeks","2012/13","S08000024","S12000040","25-29",567,123,57,387,0,0,180,0,0
"6-8 Weeks","2012/13","S08000024","S12000040","30-34",545,183,72,290,0,0,255,0,0
"6-8 Weeks","2012/13","S08000024","S12000040","35-39",313,104,39,170,0,0,143,0,0
"6-8 Weeks","2012/13","S08000024","S12000040","40 and over",70,20,5,45,0,0,25,0,0
"6-8 Weeks","2012/13","S08000024","S12000040","Invalid or missing",5,1,0,4,0,0,1,0,0
"6-8 Weeks","2012/13","S08000025","S12000023","under 20",7,0,3,4,0,0,3,0,0
"6-8 Weeks","2012/13","S08000025","S12000023","20-24",27,9,4,14,0,0,13,0,0
"6-8 Weeks","2012/13","S08000025","S12000023","25-29",52,12,13,27,0,0,25,0,0
"6-8 Weeks","2012/13","S08000025","S12000023","30-34",46,17,13,16,0,0,30,0,0
"6-8 Weeks","2012/13","S08000025","S12000023","35-39",34,15,4,15,0,0,19,0,0
"6-8 Weeks","2012/13","S08000025","S12000023","40 and over",6,2,3,1,0,0,5,0,0
"6-8 Weeks","2012/13","S08000025","S12000023","Invalid or missing",6,2,2,2,0,0,4,0,0
"6-8 Weeks","2012/13","S08000026","S12000027","under 20",9,1,0,8,0,0,1,0,0
"6-8 Weeks","2012/13","S08000026","S12000027","20-24",39,11,5,23,0,0,16,0,0
"6-8 Weeks","2012/13","S08000026","S12000027","25-29",82,36,5,41,0,0,41,0,0
"6-8 Weeks","2012/13","S08000026","S12000027","30-34",82,46,7,29,0,0,53,0,0
"6-8 Weeks","2012/13","S08000026","S12000027","35-39",53,21,9,23,0,0,30,0,0
"6-8 Weeks","2012/13","S08000026","S12000027","40 and over",9,2,4,3,0,0,6,0,0
"6-8 Weeks","2012/13","S08000028","S12000013","under 20",11,0,2,9,0,0,2,0,0
"6-8 Weeks","2012/13","S08000028","S12000013","20-24",31,6,3,22,0,0,9,0,0
"6-8 Weeks","2012/13","S08000028","S12000013","25-29",46,13,4,29,0,0,17,0,0
"6-8 Weeks","2012/13","S08000028","S12000013","30-34",69,18,4,47,0,0,22,0,0
"6-8 Weeks","2012/13","S08000028","S12000013","35-39",56,20,4,32,0,0,24,0,0
"6-8 Weeks","2012/13","S08000028","S12000013","40 and over",5,1,1,3,0,0,2,0,0
"6-8 Weeks","2012/13","S08000028","S12000013","Invalid or missing",7,3,0,4,0,0,3,0,0
"6-8 Weeks","2012/13","S08000029","S12000047","under 20",236,13,7,216,0,0,20,0,0
"6-8 Weeks","2012/13","S08000029","S12000047","20-24",749,83,32,634,0,0,115,0,0
"6-8 Weeks","2012/13","S08000029","S12000047","25-29",1068,217,96,755,0,0,313,0,0
"6-8 Weeks","2012/13","S08000029","S12000047","30-34",1007,338,108,561,0,0,446,0,0
"6-8 Weeks","2012/13","S08000029","S12000047","35-39",525,181,64,280,0,0,245,0,0
"6-8 Weeks","2012/13","S08000029","S12000047","40 and over",122,40,17,65,0,0,57,0,0
"6-8 Weeks","2012/13","S08000029","S12000047","Invalid or missing",42,8,5,29,0,0,13,0,0
"6-8 Weeks","2012/13","S08000030","S12000041","under 20",69,7,1,61,0,0,8,0,0
"6-8 Weeks","2012/13","S08000030","S12000041","20-24",224,34,11,179,0,0,45,0,0
"6-8 Weeks","2012/13","S08000030","S12000041","25-29",292,74,27,191,0,0,101,0,0
"6-8 Weeks","2012/13","S08000030","S12000041","30-34",324,111,37,176,0,0,148,0,0
"6-8 Weeks","2012/13","S08000030","S12000041","35-39",166,53,16,97,0,0,69,0,0
"6-8 Weeks","2012/13","S08000030","S12000041","40 and over",49,14,5,30,0,0,19,0,0
"6-8 Weeks","2012/13","S08000030","S12000041","Invalid or missing",2,1,0,1,0,0,1,0,0
"6-8 Weeks","2012/13","S08000030","S12000042","under 20",113,7,2,104,0,0,9,0,0
"6-8 Weeks","2012/13","S08000030","S12000042","20-24",375,36,15,324,0,0,51,0,0
"6-8 Weeks","2012/13","S08000030","S12000042","25-29",477,116,41,320,0,0,157,0,0
"6-8 Weeks","2012/13","S08000030","S12000042","30-34",402,132,49,221,0,0,181,0,0
"6-8 Weeks","2012/13","S08000030","S12000042","35-39",188,48,27,113,0,0,75,0,0
"6-8 Weeks","2012/13","S08000030","S12000042","40 and over",57,12,10,35,0,0,22,0,0
"6-8 Weeks","2012/13","S08000030","S12000042","Invalid or missing",6,1,1,4,0,0,2,0,0
"6-8 Weeks","2012/13","S08000030","S12000048","under 20",51,3,0,48,0,0,3,0,0
"6-8 Weeks","2012/13","S08000030","S12000048","20-24",201,32,13,156,0,0,45,0,0
"6-8 Weeks","2012/13","S08000030","S12000048","25-29",328,105,38,185,0,0,143,0,0
"6-8 Weeks","2012/13","S08000030","S12000048","30-34",347,135,50,162,0,0,185,0,0
"6-8 Weeks","2012/13","S08000030","S12000048","35-39",188,73,25,90,0,0,98,0,0
"6-8 Weeks","2012/13","S08000030","S12000048","40 and over",53,25,6,22,0,0,31,0,0
"6-8 Weeks","2012/13","S08000030","S12000048","Invalid or missing",5,2,1,2,0,0,3,0,0
"6-8 Weeks","2012/13","S08000031","S12000011","under 20",15,1,1,13,0,0,2,0,0
"6-8 Weeks","2012/13","S08000031","S12000011","20-24",68,9,6,53,0,0,15,0,0
"6-8 Weeks","2012/13","S08000031","S12000011","25-29",165,56,13,96,0,0,69,0,0
"6-8 Weeks","2012/13","S08000031","S12000011","30-34",321,125,34,162,0,0,159,0,0
"6-8 Weeks","2012/13","S08000031","S12000011","35-39",199,77,30,92,0,0,107,0,0
"6-8 Weeks","2012/13","S08000031","S12000011","40 and over",50,13,13,24,0,0,26,0,0
"6-8 Weeks","2012/13","S08000031","S12000011","Invalid or missing",15,4,2,9,0,0,6,0,0
"6-8 Weeks","2012/13","S08000031","S12000018","under 20",47,1,1,45,0,0,2,0,0
"6-8 Weeks","2012/13","S08000031","S12000018","20-24",146,4,4,138,0,0,8,0,0
"6-8 Weeks","2012/13","S08000031","S12000018","25-29",198,21,9,168,0,0,30,0,0
"6-8 Weeks","2012/13","S08000031","S12000018","30-34",210,34,19,157,0,0,53,0,0
"6-8 Weeks","2012/13","S08000031","S12000018","35-39",101,21,9,71,0,0,30,0,0
"6-8 Weeks","2012/13","S08000031","S12000018","40 and over",24,5,2,17,0,0,7,0,0
"6-8 Weeks","2012/13","S08000031","S12000018","Invalid or missing",6,2,0,4,0,0,2,0,0
"6-8 Weeks","2012/13","S08000031","S12000038","under 20",83,2,1,80,0,0,3,0,0
"6-8 Weeks","2012/13","S08000031","S12000038","20-24",289,29,11,249,0,0,40,0,0
"6-8 Weeks","2012/13","S08000031","S12000038","25-29",481,82,41,358,0,0,123,0,0
"6-8 Weeks","2012/13","S08000031","S12000038","30-34",555,130,61,364,0,0,191,0,0
"6-8 Weeks","2012/13","S08000031","S12000038","35-39",256,66,32,158,0,0,98,0,0
"6-8 Weeks","2012/13","S08000031","S12000038","40 and over",62,14,10,38,0,0,24,0,0
"6-8 Weeks","2012/13","S08000031","S12000038","Invalid or missing",17,3,2,12,0,0,5,0,0
"6-8 Weeks","2012/13","S08000031","S12000039","under 20",50,3,0,47,0,0,3,0,0
"6-8 Weeks","2012/13","S08000031","S12000039","20-24",199,10,12,177,0,0,22,0,0
"6-8 Weeks","2012/13","S08000031","S12000039","25-29",283,35,8,240,0,0,43,0,0
"6-8 Weeks","2012/13","S08000031","S12000039","30-34",267,53,17,197,0,0,70,0,0
"6-8 Weeks","2012/13","S08000031","S12000039","35-39",150,29,14,107,0,0,43,0,0
"6-8 Weeks","2012/13","S08000031","S12000039","40 and over",17,5,2,10,0,0,7,0,0
"6-8 Weeks","2012/13","S08000031","S12000039","Invalid or missing",14,2,0,12,0,0,2,0,0
"6-8 Weeks","2012/13","S08000031","S12000045","under 20",22,0,0,22,0,0,0,0,0
"6-8 Weeks","2012/13","S08000031","S12000045","20-24",91,8,3,80,0,0,11,0,0
"6-8 Weeks","2012/13","S08000031","S12000045","25-29",173,35,12,126,0,0,47,0,0
"6-8 Weeks","2012/13","S08000031","S12000045","30-34",318,123,43,152,0,0,166,0,0
"6-8 Weeks","2012/13","S08000031","S12000045","35-39",216,85,41,90,0,0,126,0,0
"6-8 Weeks","2012/13","S08000031","S12000045","40 and over",50,14,8,28,0,0,22,0,0
"6-8 Weeks","2012/13","S08000031","S12000045","Invalid or missing",12,3,1,8,0,0,4,0,0
"6-8 Weeks","2012/13","S08000031","S12000049","under 20",302,13,11,278,0,0,24,0,0
"6-8 Weeks","2012/13","S08000031","S12000049","20-24",1189,129,89,971,0,0,218,0,0
"6-8 Weeks","2012/13","S08000031","S12000049","25-29",1898,437,230,1231,0,0,667,0,0
"6-8 Weeks","2012/13","S08000031","S12000049","30-34",1911,606,303,1002,0,0,909,0,0
"6-8 Weeks","2012/13","S08000031","S12000049","35-39",974,337,155,482,0,0,492,0,0
"6-8 Weeks","2012/13","S08000031","S12000049","40 and over",265,75,45,145,0,0,120,0,0
"6-8 Weeks","2012/13","S08000031","S12000049","Invalid or missing",162,38,22,102,0,0,60,0,0
"6-8 Weeks","2012/13","S08000032","S12000029","under 20",134,7,2,125,0,0,9,0,0
"6-8 Weeks","2012/13","S08000032","S12000029","20-24",478,26,20,432,0,0,46,0,0
"6-8 Weeks","2012/13","S08000032","S12000029","25-29",706,122,41,543,0,0,163,0,0
"6-8 Weeks","2012/13","S08000032","S12000029","30-34",930,223,66,641,0,0,289,0,0
"6-8 Weeks","2012/13","S08000032","S12000029","35-39",447,133,40,274,0,0,173,0,0
"6-8 Weeks","2012/13","S08000032","S12000029","40 and over",126,38,11,77,0,0,49,0,0
"6-8 Weeks","2012/13","S08000032","S12000029","Invalid or missing",42,8,4,30,0,0,12,0,0
"6-8 Weeks","2012/13","S08000032","S12000050","under 20",179,3,1,175,0,0,4,0,0
"6-8 Weeks","2012/13","S08000032","S12000050","20-24",613,35,17,561,0,0,52,0,0
"6-8 Weeks","2012/13","S08000032","S12000050","25-29",868,103,31,734,0,0,134,0,0
"6-8 Weeks","2012/13","S08000032","S12000050","30-34",926,194,57,675,0,0,251,0,0
"6-8 Weeks","2012/13","S08000032","S12000050","35-39",412,96,32,284,0,0,128,0,0
"6-8 Weeks","2012/13","S08000032","S12000050","40 and over",89,21,7,61,0,0,28,0,0
"6-8 Weeks","2012/13","S08000032","S12000050","Invalid or missing",44,7,3,34,0,0,10,0,0
"6-8 Weeks","2011/12","RA2704","RA2704","under 20",3,1,0,2,0,0,1,0,0
"6-8 Weeks","2011/12","RA2704","RA2704","20-24",14,3,1,10,0,0,4,0,0
"6-8 Weeks","2011/12","RA2704","RA2704","25-29",18,5,1,12,0,0,6,0,0
"6-8 Weeks","2011/12","RA2704","RA2704","30-34",15,4,3,8,0,0,7,0,0
"6-8 Weeks","2011/12","RA2704","RA2704","35-39",8,5,1,2,0,0,6,0,0
"6-8 Weeks","2011/12","S08000015","S12000008","under 20",92,4,3,85,0,0,7,0,0
"6-8 Weeks","2011/12","S08000015","S12000008","20-24",263,18,8,237,0,0,26,0,0
"6-8 Weeks","2011/12","S08000015","S12000008","25-29",375,79,23,273,0,0,102,0,0
"6-8 Weeks","2011/12","S08000015","S12000008","30-34",284,80,18,186,0,0,98,0,0
"6-8 Weeks","2011/12","S08000015","S12000008","35-39",159,44,9,106,0,0,53,0,0
"6-8 Weeks","2011/12","S08000015","S12000008","40 and over",42,8,6,28,0,0,14,0,0
"6-8 Weeks","2011/12","S08000015","S12000008","Invalid or missing",38,3,3,32,0,0,6,0,0
"6-8 Weeks","2011/12","S08000015","S12000021","under 20",116,1,2,113,0,0,3,0,0
"6-8 Weeks","2011/12","S08000015","S12000021","20-24",298,19,10,269,0,0,29,0,0
"6-8 Weeks","2011/12","S08000015","S12000021","25-29",363,45,21,297,0,0,66,0,0
"6-8 Weeks","2011/12","S08000015","S12000021","30-34",322,52,23,247,0,0,75,0,0
"6-8 Weeks","2011/12","S08000015","S12000021","35-39",192,53,15,124,0,0,68,0,0
"6-8 Weeks","2011/12","S08000015","S12000021","40 and over",42,9,4,29,0,0,13,0,0
"6-8 Weeks","2011/12","S08000015","S12000021","Invalid or missing",41,3,2,36,0,0,5,0,0
"6-8 Weeks","2011/12","S08000015","S12000028","under 20",67,6,0,61,0,0,6,0,0
"6-8 Weeks","2011/12","S08000015","S12000028","20-24",181,17,7,157,0,0,24,0,0
"6-8 Weeks","2011/12","S08000015","S12000028","25-29",224,41,10,173,0,0,51,0,0
"6-8 Weeks","2011/12","S08000015","S12000028","30-34",247,73,17,157,0,0,90,0,0
"6-8 Weeks","2011/12","S08000015","S12000028","35-39",169,64,14,91,0,0,78,0,0
"6-8 Weeks","2011/12","S08000015","S12000028","40 and over",38,10,5,23,0,0,15,0,0
"6-8 Weeks","2011/12","S08000015","S12000028","Invalid or missing",47,11,2,34,0,0,13,0,0
"6-8 Weeks","2011/12","S08000016","S12000026","under 20",53,3,5,45,0,0,8,0,0
