"Review","FinancialYear","HBR","CA","MotherAgeGroup","ValidReviews","CurrentFeedingExclusiveBreast","CurrentFeedingMixed","CurrentFeedingFormula","CurrentFeedingOther","CurrentFeedingCowsMilk","CurrentFeedingOverallBreast","EverBreastfed","ExclusivelyBreastfedSinceBirth"
"6-8 Weeks","2014/15","S08000030","S12000041","under 20",45,2,0,43,0,0,2,0,0
"6-8 Weeks","2014/15","S08000030","S12000041","20-24",210,25,14,171,0,0,39,0,0
"6-8 Weeks","2014/15","S08000030","S12000041","25-29",325,80,17,228,0,0,97,0,0
"6-8 Weeks","2014/15","S08000030","S12000041","30-34",326,105,26,195,0,0,131,0,0
"6-8 Weeks","2014/15","S08000030","S12000041","35-39",153,47,21,85,0,0,68,0,0
"6-8 Weeks","2014/15","S08000030","S12000041","40 and over",39,10,8,21,0,0,18,0,0
"6-8 Weeks","2014/15","S08000030","S12000041","Invalid or missing",6,2,1,3,0,0,3,0,0
"6-8 Weeks","2014/15","S08000030","S12000042","under 20",92,2,2,88,0,0,4,0,0
"6-8 Weeks","2014/15","S08000030","S12000042","20-24",295,36,10,249,0,0,46,0,0
"6-8 Weeks","2014/15","S08000030","S12000042","25-29",497,106,53,338,0,0,159,0,0
"6-8 Weeks","2014/15","S08000030","S12000042","30-34",434,132,66,236,0,0,198,0,0
"6-8 Weeks","2014/15","S08000030","S12000042","35-39",217,78,26,113,0,0,104,0,0
"6-8 Weeks","2014/15","S08000030","S12000042","40 and over",42,10,6,26,0,0,16,0,0
"6-8 Weeks","2014/15","S08000030","S12000042","Invalid or missing",5,0,1,4,0,0,1,0,0
"6-8 Weeks","2014/15","S08000030","S12000048","under 20",39,2,2,35,0,0,4,0,0
"6-8 Weeks","2014/15","S08000030","S12000048","20-24",202,30,12,160,0,0,42,0,0
"6-8 Weeks","2014/15","S08000030","S12000048","25-29",353,106,34,213,0,0,140,0,0
"6-8 Weeks","2014/15","S08000030","S12000048","30-34",439,177,44,218,0,0,221,0,0
"6-8 Weeks","2014/15","S08000030","S12000048","35-39",210,97,29,84,0,0,126,0,0
"6-8 Weeks","2014/15","S08000030","S12000048","40 and over",62,21,10,31,0,0,31,0,0
"6-8 Weeks","2014/15","S08000030","S12000048","Invalid or missing",2,0,1,1,0,0,1,0,0
"6-8 Weeks","2014/15","S08000031","S12000011","under 20",8,0,0,8,0,0,0,0,0
"6-8 Weeks","2014/15","S08000031","S12000011","20-24",56,9,3,44,0,0,12,0,0
"6-8 Weeks","2014/15","S08000031","S12000011","25-29",169,50,26,93,0,0,76,0,0
"6-8 Weeks","2014/15","S08000031","S12000011","30-34",329,143,51,135,0,0,194,0,0
"6-8 Weeks","2014/15","S08000031","S12000011","35-39",212,85,29,98,0,0,114,0,0
"6-8 Weeks","2014/15","S08000031","S12000011","40 and over",49,14,7,28,0,0,21,0,0
"6-8 Weeks","2014/15","S08000031","S12000011","Invalid or missing",11,4,1,6,0,0,5,0,0
"6-8 Weeks","2014/15","S08000031","S12000018","under 20",28,1,1,26,0,0,2,0,0
"6-8 Weeks","2014/15","S08000031","S12000018","20-24",126,4,0,122,0,0,4,0,0
"6-8 Weeks","2014/15","S08000031","S12000018","25-29",196,21,8,167,0,0,29,0,0
"6-8 Weeks","2014/15","S08000031","S12000018","30-34",226,47,14,165,0,0,61,0,0
"6-8 Weeks","2014/15","S08000031","S12000018","35-39",114,25,15,74,0,0,40,0,0
"6-8 Weeks","2014/15","S08000031","S12000018","40 and over",16,4,1,11,0,0,5,0,0
"6-8 Weeks","2014/15","S08000031","S12000018","Invalid or missing",7,2,1,4,0,0,3,0,0
"6-8 Weeks","2014/15","S08000031","S12000038","under 20",53,2,2,49,0,0,4,0,0
"6-8 Weeks","2014/15","S08000031","S12000038","20-24",243,21,11,211,0,0,32,0,0
"6-8 Weeks","2014/15","S08000031","S12000038","25-29",421,79,41,301,0,0,120,0,0
"6-8 Weeks","2014/15","S08000031","S12000038","30-34",513,128,56,329,0,0,184,0,0
"6-8 Weeks","2014/15","S08000031","S12000038","35-39",269,77,30,162,0,0,107,0,0
"6-8 Weeks","2014/15","S08000031","S12000038","40 and over",64,17,10,37,0,0,27,0,0
"6-8 Weeks","2014/15","S08000031","S12000038","Invalid or missing",19,6,0,13,0,0,6,0,0
"6-8 Weeks","2014/15","S08000031","S12000039","under 20",56,1,1,54,0,0,2,0,0
"6-8 Weeks","2014/15","S08000031","S12000039","20-24",151,16,10,125,0,0,26,0,0
"6-8 Weeks","2014/15","S08000031","S12000039","25-29",223,30,9,184,0,0,39,0,0
"6-8 Weeks","2014/15","S08000031","S12000039","30-34",267,47,25,195,0,0,72,0,0
"6-8 Weeks","2014/15","S08000031","S12000039","35-39",111,20,11,80,0,0,31,0,0
"6-8 Weeks","2014/15","S08000031","S12000039","40 and over",22,5,0,17,0,0,5,0,0
"6-8 Weeks","2014/15","S08000031","S12000039","Invalid or missing",26,4,2,20,0,0,6,0,0
"6-8 Weeks","2014/15","S08000031","S12000045","under 20",15,0,1,14,0,0,1,0,0
"6-8 Weeks","2014/15","S08000031","S12000045","20-24",63,3,6,54,0,0,9,0,0
"6-8 Weeks","2014/15","S08000031","S12000045","25-29",182,52,21,109,0,0,73,0,0
"6-8 Weeks","2014/15","S08000031","S12000045","30-34",369,137,42,190,0,0,179,0,0
"6-8 Weeks","2014/15","S08000031","S12000045","35-39",221,92,31,98,0,0,123,0,0
"6-8 Weeks","2014/15","S08000031","S12000045","40 and over",46,22,7,17,0,0,29,0,0
"6-8 Weeks","2014/15","S08000031","S12000045","Invalid or missing",11,5,0,6,0,0,5,0,0
"6-8 Weeks","2014/15","S08000031","S12000049","under 20",245,13,11,221,0,0,24,0,0
"6-8 Weeks","2014/15","S08000031","S12000049","20-24",1064,121,82,861,0,0,203,0,0
"6-8 Weeks","2014/15","S08000031","S12000049","25-29",1797,395,242,1160,0,0,637,0,0
"6-8 Weeks","2014/15","S08000031","S12000049","30-34",1985,654,286,1045,0,0,940,0,0
"6-8 Weeks","2014/15","S08000031","S12000049","35-39",1073,364,196,513,0,0,560,0,0
"6-8 Weeks","2014/15","S08000031","S12000049","40 and over",258,76,48,134,0,0,124,0,0
"6-8 Weeks","2014/15","S08000031","S12000049","Invalid or missing",133,34,19,80,0,0,53,0,0
"6-8 Weeks","2014/15","S08000032","S12000029","under 20",102,1,3,98,0,0,4,0,0
"6-8 Weeks","2014/15","S08000032","S12000029","20-24",452,40,23,389,0,0,63,0,0
"6-8 Weeks","2014/15","S08000032","S12000029","25-29",833,119,48,666,0,0,167,0,0
"6-8 Weeks","2014/15","S08000032","S12000029","30-34",1048,258,97,693,0,0,355,0,0
"6-8 Weeks","2014/15","S08000032","S12000029","35-39",482,126,40,316,0,0,166,0,0
"6-8 Weeks","2014/15","S08000032","S12000029","40 and over",111,29,12,70,0,0,41,0,0
"6-8 Weeks","2014/15","S08000032","S12000029","Invalid or missing",28,4,2,22,0,0,6,0,0
"6-8 Weeks","2014/15","S08000032","S12000050","under 20",124,4,4,116,0,0,8,0,0
"6-8 Weeks","2014/15","S08000032","S12000050","20-24",513,36,11,466,0,0,47,0,0
"6-8 Weeks","2014/15","S08000032","S12000050","25-29",950,145,40,765,0,0,185,0,0
"6-8 Weeks","2014/15","S08000032","S12000050","30-34",967,189,66,712,0,0,255,0,0
"6-8 Weeks","2014/15","S08000032","S12000050","35-39",480,91,36,353,0,0,127,0,0
"6-8 Weeks","2014/15","S08000032","S12000050","40 and over",107,23,12,72,0,0,35,0,0
"6-8 Weeks","2014/15","S08000032","S12000050","Invalid or missing",21,6,2,13,0,0,8,0,0
"6-8 Weeks","2013/14","RA2704","RA2704","under 20",2,0,0,2,0,0,0,0,0
"6-8 Weeks","2013/14","RA2704","RA2704","20-24",11,1,1,9,0,0,2,0,0
"6-8 Weeks","2013/14","RA2704","RA2704","25-29",10,2,2,6,0,0,4,0,0
"6-8 Weeks","2013/14","RA2704","RA2704","30-34",12,5,1,6,0,0,6,0,0
"6-8 Weeks","2013/14","RA2704","RA2704","35-39",3,0,0,3,0,0,0,0,0
"6-8 Weeks","2013/14","RA2704","RA2704","40 and over",2,0,0,2,0,0,0,0,0
"6-8 Weeks","2013/14","S08000015","S12000008","under 20",69,1,0,68,0,0,1,0,0
"6-8 Weeks","2013/14","S08000015","S12000008","20-24",267,13,7,247,0,0,20,0,0
"6-8 Weeks","2013/14","S08000015","S12000008","25-29",362,58,34,270,0,0,92,0,0
"6-8 Weeks","2013/14","S08000015","S12000008","30-34",310,77,25,208,0,0,102,0,0
"6-8 Weeks","2013/14","S08000015","S12000008","35-39",164,41,9,114,0,0,50,0,0
"6-8 Weeks","2013/14","S08000015","S12000008","40 and over",44,17,1,26,0,0,18,0,0
"6-8 Weeks","2013/14","S08000015","S12000008","Invalid or missing",25,7,3,15,0,0,10,0,0
"6-8 Weeks","2013/14","S08000015","S12000021","under 20",94,3,2,89,0,0,5,0,0
"6-8 Weeks","2013/14","S08000015","S12000021","20-24",251,28,10,213,0,0,38,0,0
"6-8 Weeks","2013/14","S08000015","S12000021","25-29",353,58,21,274,0,0,79,0,0
"6-8 Weeks","2013/14","S08000015","S12000021","30-34",281,64,29,188,0,0,93,0,0
"6-8 Weeks","2013/14","S08000015","S12000021","35-39",139,36,11,92,0,0,47,0,0
"6-8 Weeks","2013/14","S08000015","S12000021","40 and over",58,13,8,37,0,0,21,0,0
"6-8 Weeks","2013/14","S08000015","S12000021","Invalid or missing",26,5,1,20,0,0,6,0,0
"6-8 Weeks","2013/14","S08000015","S12000028","under 20",46,7,2,37,0,0,9,0,0
"6-8 Weeks","2013/14","S08000015","S12000028","20-24",185,24,5,156,0,0,29,0,0
"6-8 Weeks","2013/14","S08000015","S12000028","25-29",243,52,26,165,0,0,78,0,0
"6-8 Weeks","2013/14","S08000015","S12000028","30-34",251,82,24,145,0,0,106,0,0
"6-8 Weeks","2013/14","S08000015","S12000028","35-39",106,32,8,66,0,0,40,0,0
"6-8 Weeks","2013/14","S08000015","S12000028","40 and over",39,10,6,23,0,0,16,0,0
"6-8 Weeks","2013/14","S08000015","S12000028","Invalid or missing",17,4,1,12,0,0,5,0,0
"6-8 Weeks","2013/14","S08000016","S12000026","under 20",37,1,2,34,0,0,3,0,0
"6-8 Weeks","2013/14","S08000016","S12000026","20-24",161,26,9,126,0,0,35,0,0
"6-8 Weeks","2013/14","S08000016","S12000026","25-29",265,61,30,174,0,0,91,0,0
"6-8 Weeks","2013/14","S08000016","S12000026","30-34",305,127,42,136,0,0,169,0,0
"6-8 Weeks","2013/14","S08000016","S12000026","35-39",171,79,22,70,0,0,101,0,0
"6-8 Weeks","2013/14","S08000016","S12000026","40 and over",53,25,9,19,0,0,34,0,0
"6-8 Weeks","2013/14","S08000016","S12000026","Invalid or missing",4,0,0,4,0,0,0,0,0
"6-8 Weeks","2013/14","S08000017","S12000006","under 20",67,1,3,63,0,0,4,0,0
"6-8 Weeks","2013/14","S08000017","S12000006","20-24",254,33,14,207,0,0,47,0,0
"6-8 Weeks","2013/14","S08000017","S12000006","25-29",402,94,36,272,0,0,130,0,0
"6-8 Weeks","2013/14","S08000017","S12000006","30-34",325,93,40,192,0,0,133,0,0
"6-8 Weeks","2013/14","S08000017","S12000006","35-39",152,55,20,77,0,0,75,0,0
"6-8 Weeks","2013/14","S08000017","S12000006","40 and over",52,16,7,29,0,0,23,0,0
"6-8 Weeks","2013/14","S08000017","S12000006","Invalid or missing",24,2,3,19,0,0,5,0,0
"6-8 Weeks","2013/14","S08000019","S12000005","under 20",44,0,0,44,0,0,0,0,0
"6-8 Weeks","2013/14","S08000019","S12000005","20-24",120,13,4,103,0,0,17,0,0
"6-8 Weeks","2013/14","S08000019","S12000005","25-29",137,18,3,116,0,0,21,0,0
"6-8 Weeks","2013/14","S08000019","S12000005","30-34",143,44,9,90,0,0,53,0,0
"6-8 Weeks","2013/14","S08000019","S12000005","35-39",57,18,5,34,0,0,23,0,0
"6-8 Weeks","2013/14","S08000019","S12000005","40 and over",18,3,2,13,0,0,5,0,0
"6-8 Weeks","2013/14","S08000019","S12000005","Invalid or missing",1,0,0,1,0,0,0,0,0
"6-8 Weeks","2013/14","S08000019","S12000014","under 20",71,2,1,68,0,0,3,0,0
"6-8 Weeks","2013/14","S08000019","S12000014","20-24",306,19,17,270,0,0,36,0,0
"6-8 Weeks","2013/14","S08000019","S12000014","25-29",422,73,17,332,0,0,90,0,0
"6-8 Weeks","2013/14","S08000019","S12000014","30-34",509,136,40,333,0,0,176,0,0
"6-8 Weeks","2013/14","S08000019","S12000014","35-39",266,75,30,161,0,0,105,0,0
"6-8 Weeks","2013/14","S08000019","S12000014","40 and over",52,17,5,30,0,0,22,0,0
"6-8 Weeks","2013/14","S08000019","S12000014","Invalid or missing",4,0,0,4,0,0,0,0,0
"6-8 Weeks","2013/14","S08000019","S12000030","under 20",33,1,2,30,0,0,3,0,0
"6-8 Weeks","2013/14","S08000019","S12000030","20-24",110,5,6,99,0,0,11,0,0
"6-8 Weeks","2013/14","S08000019","S12000030","25-29",194,45,27,122,0,0,72,0,0
"6-8 Weeks","2013/14","S08000019","S12000030","30-34",224,99,21,104,0,0,120,0,0
"6-8 Weeks","2013/14","S08000019","S12000030","35-39",155,61,15,79,0,0,76,0,0
"6-8 Weeks","2013/14","S08000019","S12000030","40 and over",52,23,9,20,0,0,32,0,0
"6-8 Weeks","2013/14","S08000019","S12000030","Invalid or missing",4,2,1,1,0,0,3,0,0
"6-8 Weeks","2013/14","S08000020","S12000020","under 20",46,8,2,36,0,0,10,0,0
"6-8 Weeks","2013/14","S08000020","S12000020","20-24",168,31,3,134,0,0,34,0,0
"6-8 Weeks","2013/14","S08000020","S12000020","25-29",262,75,17,170,0,0,92,0,0
"6-8 Weeks","2013/14","S08000020","S12000020","30-34",214,81,25,108,0,0,106,0,0
"6-8 Weeks","2013/14","S08000020","S12000020","35-39",105,42,17,46,0,0,59,0,0
"6-8 Weeks","2013/14","S08000020","S12000020","40 and over",30,7,6,17,0,0,13,0,0
"6-8 Weeks","2013/14","S08000020","S12000020","Invalid or missing",29,9,2,18,0,0,11,0,0
"6-8 Weeks","2013/14","S08000020","S12000033","under 20",69,2,7,60,0,0,9,0,0
"6-8 Weeks","2013/14","S08000020","S12000033","20-24",299,45,26,228,0,0,71,0,0
"6-8 Weeks","2013/14","S08000020","S12000033","25-29",559,214,77,268,0,0,291,0,0
"6-8 Weeks","2013/14","S08000020","S12000033","30-34",709,326,126,257,0,0,452,0,0
"6-8 Weeks","2013/14","S08000020","S12000033","35-39",316,136,60,120,0,0,196,0,0
"6-8 Weeks","2013/14","S08000020","S12000033","40 and over",65,20,19,26,0,0,39,0,0
"6-8 Weeks","2013/14","S08000020","S12000033","Invalid or missing",110,33,25,52,0,0,58,0,0
"6-8 Weeks","2013/14","S08000020","S12000034","under 20",82,8,4,70,0,0,12,0,0
"6-8 Weeks","2013/14","S08000020","S12000034","20-24",324,75,16,233,0,0,91,0,0
"6-8 Weeks","2013/14","S08000020","S12000034","25-29",679,207,61,411,0,0,268,0,0
"6-8 Weeks","2013/14","S08000020","S12000034","30-34",878,345,121,412,0,0,466,0,0
"6-8 Weeks","2013/14","S08000020","S12000034","35-39",440,187,52,201,0,0,239,0,0
"6-8 Weeks","2013/14","S08000020","S12000034","40 and over",97,44,12,41,0,0,56,0,0
"6-8 Weeks","2013/14","S08000020","S12000034","Invalid or missing",104,38,17,49,0,0,55,0,0
"6-8 Weeks","2013/14","S08000022","S12000017","under 20",104,7,5,92,0,0,12,0,0
"6-8 Weeks","2013/14","S08000022","S12000017","20-24",375,58,29,288,0,0,87,0,0
"6-8 Weeks","2013/14","S08000022","S12000017","25-29",501,142,37,322,0,0,179,0,0
"6-8 Weeks","2013/14","S08000022","S12000017","30-34",547,227,59,261,0,0,286,0,0
"6-8 Weeks","2013/14","S08000022","S12000017","35-39",319,141,31,147,0,0,172,0,0
"6-8 Weeks","2013/14","S08000022","S12000017","40 and over",93,33,19,41,0,0,52,0,0
"6-8 Weeks","2013/14","S08000022","S12000017","Invalid or missing",10,4,0,6,0,0,4,0,0
"6-8 Weeks","2013/14","S08000022","S12000035","under 20",36,2,1,33,0,0,3,0,0
"6-8 Weeks","2013/14","S08000022","S12000035","20-24",131,12,7,112,0,0,19,0,0
"6-8 Weeks","2013/14","S08000022","S12000035","25-29",175,57,15,103,0,0,72,0,0
"6-8 Weeks","2013/14","S08000022","S12000035","30-34",174,75,20,79,0,0,95,0,0
"6-8 Weeks","2013/14","S08000022","S12000035","35-39",109,42,10,57,0,0,52,0,0
"6-8 Weeks","2013/14","S08000022","S12000035","40 and over",33,17,1,15,0,0,18,0,0
"6-8 Weeks","2013/14","S08000022","S12000035","Invalid or missing",22,7,3,12,0,0,10,0,0
"6-8 Weeks","2013/14","S08000024","S12000010","under 20",49,1,2,46,0,0,3,0,0
"6-8 Weeks","2013/14","S08000024","S12000010","20-24",160,16,13,131,0,0,29,0,0
"6-8 Weeks","2013/14","S08000024","S12000010","25-29",235,60,25,150,0,0,85,0,0
"6-8 Weeks","2013/14","S08000024","S12000010","30-34",276,115,43,118,0,0,158,0,0
"6-8 Weeks","2013/14","S08000024","S12000010","35-39",207,90,37,80,0,0,127,0,0
"6-8 Weeks","2013/14","S08000024","S12000010","40 and over",60,22,14,24,0,0,36,0,0
"6-8 Weeks","2013/14","S08000024","S12000010","Invalid or missing",2,1,0,1,0,0,1,0,0
"6-8 Weeks","2013/14","S08000024","S12000019","under 20",41,1,0,40,0,0,1,0,0
"6-8 Weeks","2013/14","S08000024","S12000019","20-24",188,13,10,165,0,0,23,0,0
"6-8 Weeks","2013/14","S08000024","S12000019","25-29",240,61,20,159,0,0,81,0,0
"6-8 Weeks","2013/14","S08000024","S12000019","30-34",306,95,35,176,0,0,130,0,0
"6-8 Weeks","2013/14","S08000024","S12000019","35-39",155,60,27,68,0,0,87,0,0
"6-8 Weeks","2013/14","S08000024","S12000019","40 and over",36,13,7,16,0,0,20,0,0
"6-8 Weeks","2013/14","S08000024","S12000036","under 20",145,8,5,132,0,0,13,0,0
"6-8 Weeks","2013/14","S08000024","S12000036","20-24",555,93,62,400,0,0,155,0,0
"6-8 Weeks","2013/14","S08000024","S12000036","25-29",1147,390,173,584,0,0,563,0,0
"6-8 Weeks","2013/14","S08000024","S12000036","30-34",1823,935,350,538,0,0,1285,0,0
"6-8 Weeks","2013/14","S08000024","S12000036","35-39",1151,638,240,273,0,0,878,0,0
"6-8 Weeks","2013/14","S08000024","S12000036","40 and over",283,114,78,91,0,0,192,0,0
"6-8 Weeks","2013/14","S08000024","S12000036","Invalid or missing",29,13,8,8,0,0,21,0,0
"6-8 Weeks","2013/14","S08000024","S12000040","under 20",101,9,3,89,0,0,12,0,0
"6-8 Weeks","2013/14","S08000024","S12000040","20-24",338,28,17,293,0,0,45,0,0
"6-8 Weeks","2013/14","S08000024","S12000040","25-29",519,117,36,366,0,0,153,0,0
"6-8 Weeks","2013/14","S08000024","S12000040","30-34",594,187,72,335,0,0,259,0,0
"6-8 Weeks","2013/14","S08000024","S12000040","35-39",297,98,33,166,0,0,131,0,0
"6-8 Weeks","2013/14","S08000024","S12000040","40 and over",100,31,16,53,0,0,47,0,0
"6-8 Weeks","2013/14","S08000024","S12000040","Invalid or missing",4,1,1,2,0,0,2,0,0
"6-8 Weeks","2013/14","S08000025","S12000023","under 20",3,1,1,1,0,0,2,0,0
"6-8 Weeks","2013/14","S08000025","S12000023","20-24",35,10,8,17,0,0,18,0,0
"6-8 Weeks","2013/14","S08000025","S12000023","25-29",49,21,8,20,0,0,29,0,0
"6-8 Weeks","2013/14","S08000025","S12000023","30-34",37,22,4,11,0,0,26,0,0
"6-8 Weeks","2013/14","S08000025","S12000023","35-39",25,12,5,8,0,0,17,0,0
"6-8 Weeks","2013/14","S08000025","S12000023","40 and over",7,2,1,4,0,0,3,0,0
"6-8 Weeks","2013/14","S08000025","S12000023","Invalid or missing",8,5,2,1,0,0,7,0,0
"6-8 Weeks","2013/14","S08000026","S12000027","under 20",9,1,2,6,0,0,3,0,0
"6-8 Weeks","2013/14","S08000026","S12000027","20-24",37,14,5,18,0,0,19,0,0
"6-8 Weeks","2013/14","S08000026","S12000027","25-29",76,36,8,32,0,0,44,0,0
"6-8 Weeks","2013/14","S08000026","S12000027","30-34",59,25,5,29,0,0,30,0,0
"6-8 Weeks","2013/14","S08000026","S12000027","35-39",41,18,8,15,0,0,26,0,0
"6-8 Weeks","2013/14","S08000026","S12000027","40 and over",10,5,2,3,0,0,7,0,0
"6-8 Weeks","2013/14","S08000028","S12000013","under 20",11,3,2,6,0,0,5,0,0
"6-8 Weeks","2013/14","S08000028","S12000013","20-24",42,9,3,30,0,0,12,0,0
"6-8 Weeks","2013/14","S08000028","S12000013","25-29",62,17,4,41,0,0,21,0,0
"6-8 Weeks","2013/14","S08000028","S12000013","30-34",58,20,2,36,0,0,22,0,0
"6-8 Weeks","2013/14","S08000028","S12000013","35-39",34,16,7,11,0,0,23,0,0
"6-8 Weeks","2013/14","S08000028","S12000013","40 and over",12,6,0,6,0,0,6,0,0
"6-8 Weeks","2013/14","S08000028","S12000013","Invalid or missing",2,1,0,1,0,0,1,0,0
"6-8 Weeks","2013/14","S08000029","S12000047","under 20",222,15,4,203,0,0,19,0,0
"6-8 Weeks","2013/14","S08000029","S12000047","20-24",715,76,39,600,0,0,115,0,0
"6-8 Weeks","2013/14","S08000029","S12000047","25-29",1075,256,91,728,0,0,347,0,0
"6-8 Weeks","2013/14","S08000029","S12000047","30-34",1066,364,115,587,0,0,479,0,0
"6-8 Weeks","2013/14","S08000029","S12000047","35-39",517,173,87,257,0,0,260,0,0
"6-8 Weeks","2013/14","S08000029","S12000047","40 and over",125,41,21,63,0,0,62,0,0
"6-8 Weeks","2013/14","S08000029","S12000047","Invalid or missing",39,11,6,22,0,0,17,0,0
"6-8 Weeks","2013/14","S08000030","S12000041","under 20",51,4,2,45,0,0,6,0,0
"6-8 Weeks","2013/14","S08000030","S12000041","20-24",209,23,8,178,0,0,31,0,0
"6-8 Weeks","2013/14","S08000030","S12000041","25-29",306,81,21,204,0,0,102,0,0
"6-8 Weeks","2013/14","S08000030","S12000041","30-34",327,101,32,194,0,0,133,0,0
"6-8 Weeks","2013/14","S08000030","S12000041","35-39",153,56,21,76,0,0,77,0,0
"6-8 Weeks","2013/14","S08000030","S12000041","40 and over",53,22,5,26,0,0,27,0,0
"6-8 Weeks","2013/14","S08000030","S12000041","Invalid or missing",5,0,0,5,0,0,0,0,0
"6-8 Weeks","2013/14","S08000030","S12000042","under 20",96,2,1,93,0,0,3,0,0
"6-8 Weeks","2013/14","S08000030","S12000042","20-24",311,27,18,266,0,0,45,0,0
"6-8 Weeks","2013/14","S08000030","S12000042","25-29",490,96,37,357,0,0,133,0,0
"6-8 Weeks","2013/14","S08000030","S12000042","30-34",369,103,49,217,0,0,152,0,0
"6-8 Weeks","2013/14","S08000030","S12000042","35-39",182,50,22,110,0,0,72,0,0
"6-8 Weeks","2013/14","S08000030","S12000042","40 and over",36,10,3,23,0,0,13,0,0
"6-8 Weeks","2013/14","S08000030","S12000042","Invalid or missing",6,4,0,2,0,0,4,0,0
"6-8 Weeks","2013/14","S08000030","S12000048","under 20",61,4,3,54,0,0,7,0,0
"6-8 Weeks","2013/14","S08000030","S12000048","20-24",195,23,18,154,0,0,41,0,0
"6-8 Weeks","2013/14","S08000030","S12000048","25-29",344,99,37,208,0,0,136,0,0
"6-8 Weeks","2013/14","S08000030","S12000048","30-34",393,163,52,178,0,0,215,0,0
"6-8 Weeks","2013/14","S08000030","S12000048","35-39",235,95,34,106,0,0,129,0,0
"6-8 Weeks","2013/14","S08000030","S12000048","40 and over",54,24,4,26,0,0,28,0,0
"6-8 Weeks","2013/14","S08000030","S12000048","Invalid or missing",7,5,0,2,0,0,5,0,0
"6-8 Weeks","2013/14","S08000031","S12000011","under 20",16,1,0,15,0,0,1,0,0
"6-8 Weeks","2013/14","S08000031","S12000011","20-24",62,8,4,50,0,0,12,0,0
"6-8 Weeks","2013/14","S08000031","S12000011","25-29",162,41,26,95,0,0,67,0,0
"6-8 Weeks","2013/14","S08000031","S12000011","30-34",341,126,43,172,0,0,169,0,0
"6-8 Weeks","2013/14","S08000031","S12000011","35-39",195,63,30,102,0,0,93,0,0
"6-8 Weeks","2013/14","S08000031","S12000011","40 and over",44,24,5,15,0,0,29,0,0
"6-8 Weeks","2013/14","S08000031","S12000011","Invalid or missing",18,6,2,10,0,0,8,0,0
"6-8 Weeks","2013/14","S08000031","S12000018","under 20",40,3,0,37,0,0,3,0,0
"6-8 Weeks","2013/14","S08000031","S12000018","20-24",122,4,2,116,0,0,6,0,0
"6-8 Weeks","2013/14","S08000031","S12000018","25-29",220,23,19,178,0,0,42,0,0
"6-8 Weeks","2013/14","S08000031","S12000018","30-34",217,44,11,162,0,0,55,0,0
"6-8 Weeks","2013/14","S08000031","S12000018","35-39",89,24,7,58,0,0,31,0,0
"6-8 Weeks","2013/14","S08000031","S12000018","40 and over",19,2,2,15,0,0,4,0,0
"6-8 Weeks","2013/14","S08000031","S12000018","Invalid or missing",10,3,0,7,0,0,3,0,0
"6-8 Weeks","2013/14","S08000031","S12000038","under 20",76,2,1,73,0,0,3,0,0
"6-8 Weeks","2013/14","S08000031","S12000038","20-24",252,17,7,228,0,0,24,0,0
"6-8 Weeks","2013/14","S08000031","S12000038","25-29",437,80,31,326,0,0,111,0,0
"6-8 Weeks","2013/14","S08000031","S12000038","30-34",503,125,47,331,0,0,172,0,0
"6-8 Weeks","2013/14","S08000031","S12000038","35-39",271,72,35,164,0,0,107,0,0
"6-8 Weeks","2013/14","S08000031","S12000038","40 and over",71,16,8,47,0,0,24,0,0
"6-8 Weeks","2013/14","S08000031","S12000038","Invalid or missing",21,1,1,19,0,0,2,0,0
"6-8 Weeks","2013/14","S08000031","S12000039","under 20",53,6,2,45,0,0,8,0,0
"6-8 Weeks","2013/14","S08000031","S12000039","20-24",170,8,4,158,0,0,12,0,0
"6-8 Weeks","2013/14","S08000031","S12000039","25-29",262,30,16,216,0,0,46,0,0
"6-8 Weeks","2013/14","S08000031","S12000039","30-34",262,69,16,177,0,0,85,0,0
"6-8 Weeks","2013/14","S08000031","S12000039","35-39",136,30,14,92,0,0,44,0,0
"6-8 Weeks","2013/14","S08000031","S12000039","40 and over",17,6,3,8,0,0,9,0,0
"6-8 Weeks","2013/14","S08000031","S12000039","Invalid or missing",11,1,0,10,0,0,1,0,0
"6-8 Weeks","2013/14","S08000031","S12000045","under 20",15,0,1,14,0,0,1,0,0
"6-8 Weeks","2013/14","S08000031","S12000045","20-24",78,5,5,68,0,0,10,0,0
"6-8 Weeks","2013/14","S08000031","S12000045","25-29",206,54,14,138,0,0,68,0,0
"6-8 Weeks","2013/14","S08000031","S12000045","30-34",308,115,44,149,0,0,159,0,0
"6-8 Weeks","2013/14","S08000031","S12000045","35-39",213,80,29,104,0,0,109,0,0
"6-8 Weeks","2013/14","S08000031","S12000045","40 and over",56,29,5,22,0,0,34,0,0
"6-8 Weeks","2013/14","S08000031","S12000045","Invalid or missing",8,1,2,5,0,0,3,0,0
"6-8 Weeks","2013/14","S08000031","S12000049","under 20",270,13,6,251,0,0,19,0,0
"6-8 Weeks","2013/14","S08000031","S12000049","20-24",1058,121,86,851,0,0,207,0,0
"6-8 Weeks","2013/14","S08000031","S12000049","25-29",1785,384,239,1162,0,0,623,0,0
"6-8 Weeks","2013/14","S08000031","S12000049","30-34",1823,577,280,966,0,0,857,0,0
"6-8 Weeks","2013/14","S08000031","S12000049","35-39",972,296,189,487,0,0,485,0,0
"6-8 Weeks","2013/14","S08000031","S12000049","40 and over",253,76,44,133,0,0,120,0,0
